claim,evidence,label
"Rising atmospheric CO2 concentrations are causing ocean acidification, which is catastrophically harming marine life.","Ocean acidification is the ongoing decrease in the pH of the Earth's oceans, caused by the uptake of carbon dioxide (CO 2) from the atmosphere.",0
"Since the end of 2012, moreover, total polar ice extent has largely remained above the post-1979 average.","It continued to fall, bottoming out on 16 September 2012 at 3.41 million square kilometers (1.32 million square miles), or 760,000 square kilometers (293,000 square miles) below the previous low set on 18 September 2007 and 50% below the 1979–2000 average.",0
Our evolving dynamic planet has survived[…] mass extinctions,"""The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive"" (Tweet).",1
Marine life has nothing whatsoever to fear from ocean acidification.”,"EGS and HDR technologies, such as hydrothermal geothermal, are expected to be baseload resources which produce power 24 hours a day like a fossil plant.",1
"Scientists say the recent climate agreement negotiated in Paris is not remotely ambitious enough to forestall a significant melting of Greenland and Antarctica, though if fully implemented, it may slow the pace somewhat.”","Although the parties to the UNFCCC have agreed that deep cuts in emissions are required and that global warming should be limited to well below 2 °C (3.6 °F) in the Paris Agreement of 2016, the Earth's average surface temperature has already increased by about half this threshold and current pledges by countries to cut emissions are inadequate to limit future warming.",0
"When life is considered, ocean acidification is often found to be a non-problem, or even a benefit.",This has led to an increase in the number and severity of extreme weather events.,1
Actual weather records over the past 100 years show no correlation between rising carbon dioxide levels and local temperatures.,"In 1998, 16% of the world's reefs died as a result of increased water temperature.",1
This could mean the landmark Paris Climate Agreement – which seeks to limit global warming to 2 degrees Celsius (3.6 degrees Fahrenheit) above pre-industrial levels – may not be enough to ward off catastrophe.,Human-caused increases in greenhouse gases are responsible for most of the observed global average surface warming of roughly 0.8 °C (1.5 °F) over the past 140 years.,1
"Thousands of coral atolls have ""drowned"" in the past when they were unable to grow fast enough to maintain a presence at sea level","Cumulative anthropogenic (i.e., human-emitted) emissions of CO 2 from fossil fuel use are a major cause of global warming, and give some indication of which countries have contributed most to human-induced climate change.",1
"The United States is the leading nation in the world ""with the highest amount of doubt about the conventional wisdom of climate change.""",According to the Fourth (2017) National Climate Assessment (NCA) of the United States it is very likely sea level will rise between 30 and 130 cm (1.0–4.3 feet) in 2100 compared to the year 2000.,1
